1313420235 0 1129 0 0 0 0 0
1313424360 0 1142 0 0 0 0 0
1313424624 0 1157 0 0 0 0 0
1313425496 0 1212 0 0 0 0 0
1313426336 0 1260 0 0 0 0 0
1313427993 0 1260 0 0 0 0 0
1313429566 0 1409 0 0 0 0 0
1313451155 0 1636 0 0 0 0 0
1313504701 0 1697 0 0 0 0 0
1313589133 0 2301 0 0 0 0 0
1313589298 0 2301 0 0 0 0 0
1313674868 0 2301 0 0 0 0 555
1313675391 0 2301 0 0 0 0 555
1313676010 0 2303 0 0 0 0 555
1313677254 0 2306 0 0 0 0 555
1313677477 0 2307 0 0 0 0 555
1313681182 0 2334 0 0 0 0 555
1313682527 0 2384 0 0 0 0 555
1313691079 0 2390 0 0 0 0 555
1313777195 0 2390 136 0 0 0 555
1313777339 0 2390 136 0 0 0 555
1313779155 0 2390 313 0 0 0 555
1313783131 0 2391 313 0 0 0 555
1313783165 0 2401 313 0 0 0 555
1314038856 0 2401 483 0 0 0 555
1314046764 0 2401 496 0 0 0 555
1314052248 0 2401 805 0 0 0 555
1314208488 0 2401 1049 0 0 0 555
1314309449 0 2401 1157 0 0 0 555
1314653605 0 2401 1746 0 0 0 555
1314822073 0 2401 1774 0 0 0 555
1314898227 0 2401 1964 0 0 0 555
1315265816 0 2401 4255 0 0 0 555
1315273042 0 2401 4423 0 0 0 555
1315282995 0 2401 4423 0 1 0 555
1315283000 0 2401 4423 0 4 0 555
1315286975 0 2401 4423 0 362 0 555
1315287041 0 2401 4423 0 363 0 555
1315288275 0 2401 4423 0 411 0 555
1315288327 0 2401 4423 0 424 0 555
1315290652 0 2401 4538 0 424 0 555
1315290673 0 2401 4538 0 424 0 555
1315291909 0 2401 4538 0 424 0 555
1315303715 0 2401 5372 0 424 0 555
1315316602 0 2437 5372 0 424 0 555
1315316629 0 2447 5372 0 424 0 555
1315338143 0 2447 5487 0 424 0 555
1315409661 0 2488 5487 0 424 0 555
1315410385 0 2523 5487 0 424 0 555
1315410975 0 2523 5949 0 424 0 555
1315411586 0 2523 5949 0 424 0 555
1315423024 0 2523 5949 0 424 0 555
1315512491 0 2523 6099 0 424 0 555
1315591312 0 2523 6099 0 439 0 555
1315615540 0 2571 6099 0 439 0 555
1315829697 0 3088 6099 0 439 0 555
1315834668 0 3612 6099 0 439 0 555
1315888665 0 3612 6099 0 439 0 555
1315889032 0 3612 6099 0 439 0 555
1315891925 0 3612 6665 0 439 0 555
1316012143 0 3612 7018 0 439 0 555
1316026392 0 3612 7307 0 439 0 555
1316096246 0 3612 7444 0 439 0 555
1316096429 0 3612 7446 0 439 0 555
1316096902 0 3612 7446 0 439 0 555
1316126875 0 3612 7465 0 439 0 555
1316192708 0 3612 8046 0 439 0 555
1316192751 0 3612 8046 0 439 0 555
1316401295 0 3613 8046 0 439 0 555
1316401333 0 3614 8046 0 439 0 555
1316401371 0 3615 8046 0 439 0 555
1316402349 0 3618 8046 0 439 0 555
1316407592 0 3618 8169 0 439 0 555
1316407827 0 3618 8169 0 439 0 555
1316434867 0 3618 8169 107 439 0 555
1316438903 0 3618 8169 136 439 0 555
1316439184 0 3618 8169 302 439 0 555
1316439241 0 3618 8169 302 439 0 555
1316439311 0 3618 8169 330 439 0 555
1316458282 0 3618 8247 330 439 0 555
1316464804 0 3685 8247 330 439 0 555
1316465050 0 3686 8247 330 439 0 555
1316465581 0 3690 8247 330 439 0 555
1316465613 0 3690 8247 330 439 0 555
1316465618 0 3690 8247 330 439 0 555
1316465701 0 3690 8247 330 439 0 555
1316467123 0 3691 8247 330 439 0 555
1316467699 0 3695 8247 330 439 0 555
1316469127 0 3699 8247 330 439 0 555
1316469234 0 3706 8247 330 439 0 555
1316485144 0 3706 8562 330 439 0 555
1316490882 0 3706 8621 330 439 0 555
1316494159 0 3706 8644 330 439 0 555
1316524588 0 3706 8644 330 439 0 555
1316525451 0 3707 8644 330 439 0 555
1316525494 0 3718 8644 330 439 0 555
1316525652 0 3820 8644 330 439 0 555
1316527001 0 3820 8644 330 439 0 555
1316651288 0 3820 10201 330 439 0 555
1316700129 0 3820 10201 471 439 0 555
1316705392 0 3820 10201 609 439 0 555
1316705466 0 3820 10201 609 439 0 555
1316706146 0 3820 10201 617 439 0 555
1316706390 0 3820 10201 621 439 0 555
1316714207 0 3820 10311 621 439 0 555
