Princeton University,,,,,,,
Princeton University,200,Introduction to African Studies,African Studies,AFS,Daniel I. Rubenstein; Emmanuel H. Kreike; Mahamadou L. Sagna,N/A,
Princeton University,258,Music of Africa,African Studies,AFS,V. K. Agawu,N/A,
Princeton University,302,Local Governance & Development in Africa,African Studies,AFS,Rachel B. Riedl,N/A,
Princeton University,303,Social Structure in Africa: Responses to,African Studies,AFS,Christiana Agawu,N/A,
Princeton University,368,Critiques of Violence,African Studies,AFS,N/A,N/A,
Princeton University,372,African Cultural Forms Political Spheres,African Studies,AFS,Mahamadou L. Sagna,N/A,
Princeton University,373,"Race, Class and Inequality in Post-apart",African Studies,AFS,Jeremy F. Seekings; Justine C. Keswell,N/A,
Princeton University,374,African Development and Globalization,African Studies,AFS,Mahamadou L. Sagna,N/A,
Princeton University,375,"Science, Technology, and African Develop",African Studies,AFS,Mahamadou L. Sagna; Winston O. Soboyejo,N/A,
Princeton University,385,Masterpieces of African Literature,African Studies,AFS,Wendy L. Belcher,N/A,
Princeton University,427,Conflict in Africa,African Studies,AFS,Annette Seegers,N/A,
Princeton University,496,"Africa, Medical Pluralism",African Studies,AFS,Helen Tilley,N/A,
Princeton University,201,American Places,American Studies,AMS,Elizabeth Bergman; Erin E. Forbes; Henry M. Cowles;  Jose E. Raymundo; Patrick Wood Uribe; Ricardo Montez; Robert S. Wilentz; William A. Gleason,N/A,
Princeton University,301,Sound & Technology in American History,American Studies,AMS,Emily Thompson,N/A,
Princeton University,302,Pictographic Modernity in the US,American Studies,AMS,N/A,N/A,
Princeton University,303,The Making of Modern Baseball,American Studies,AMS,Scott W. Bradley; William A. Gleason,N/A,
Princeton University,305,Law and Work,American Studies,AMS,Paul Frymer,N/A,
Princeton University,308,Americans at Work and at Play,American Studies,AMS,Nicholas Dawidoff,N/A,
Princeton University,310,America in the Age of Reagan,American Studies,AMS,Robert S. Wilentz,N/A,
Princeton University,311,Uncreative Writing,American Studies,AMS,Kenneth P. Goldsmith,N/A,
Princeton University,312,Culture and the Crisis: American Arts,American Studies,AMS,Elizabeth Bergman,N/A,
Princeton University,317,American Horror Fiction and Cinema,American Studies,AMS,Terrence J. Rafferty,N/A,
Princeton University,320,The Ten Commandments in Modern America,American Studies,AMS,Jenna Weissman-Joselit,N/A,
Princeton University,321,The Black Melting Pot,American Studies,AMS,Imani Perry,N/A,
