Georgetown University,514,Clinical Conf On Breast Cancer,TBIO,TBIO,,,,http://www.koofers.com/georgetown-university/tbio/514-clinical-conf-on-breast-cancer/,,,,,,
Georgetown University,330,Opera History,MUSC,MUSC,,,,http://www.koofers.com/georgetown-university/musc/330-opera-history/,,,,,,
Georgetown University,50,Diversity & Social Justice,SOCI,SOCI,,,,http://www.koofers.com/georgetown-university/soci/050-diversity-social-justice/,,,,,,
Georgetown University,705,Tpcs in Environmental History,HIST,HIST,,,,http://www.koofers.com/georgetown-university/hist/705-tpcs-in-environmental-history/,,,,,,
Georgetown University,519,Socio-Perspectives On Biodefen,CBTA,CBTA,,,,http://www.koofers.com/georgetown-university/cbta/519-socio-perspectives-on-biodefen/,,,,,,
Georgetown University,422,The Other Italy:Women Writ/Art,ENGL,ENGL,,,,http://www.koofers.com/georgetown-university/engl/422-the-other-italy-women-writ-art/,,,,,,
Georgetown University,354,US/India/Pakistan/Afghanistan,INAF,INAF,,,,http://www.koofers.com/georgetown-university/inaf/354-us-india-pakistan-afghanistan/,,,,,,
Georgetown University,211,Intens Third Lev Mod Greek I,GREE,GREE,,,,http://www.koofers.com/georgetown-university/gree/211-intens-third-lev-mod-greek-i/,,,,,,
Georgetown University,10,Men's Lacrosse,ATHL,ATHL,,,,http://www.koofers.com/georgetown-university/athl/010-mens-lacrosse/,,,,,,
Georgetown University,215,Sounds of Speech,LING,LING,,,,http://www.koofers.com/georgetown-university/ling/215-sounds-of-speech/,,,,,,
Georgetown University,286,Religion & Society,BLHV,BLHV,,,,http://www.koofers.com/georgetown-university/blhv/286-religion-society/,,,,,,
Georgetown University,638,Conflict Mgmt & Intrl Security,MSFS,MSFS,,,,http://www.koofers.com/georgetown-university/msfs/638-conflict-mgmt-intrl-security/,,,,,,
Georgetown University,458,Moral Theory of Aquinas,PHIL,PHIL,,,,http://www.koofers.com/georgetown-university/phil/458-moral-theory-of-aquinas/,,,,,,
Georgetown University,256,Senior Nursing Practicum,NURS,NURS,,,,http://www.koofers.com/georgetown-university/nurs/256-senior-nursing-practicum/,,,,,,
Georgetown University,991,Continuous Registration,CCTP,CCTP,,,,http://www.koofers.com/georgetown-university/cctp/991-continuous-registration/,,,,,,
Georgetown University,620,Eth Mgmt/White-Collar Crime,STRT,STRT,,,,http://www.koofers.com/georgetown-university/strt/620-eth-mgmt-white-collar-crime/,,,,,,
Georgetown University,489,Topics in Macroeconomics,ECON,ECON,,,,http://www.koofers.com/georgetown-university/econ/489-topics-in-macroeconomics-ii/,,,,,,
Georgetown University,230,Magna Carta: Govt & Politics,MVST,MVST,,,,http://www.koofers.com/georgetown-university/mvst/230-magna-carta-govt-politics/,,,,,,
Georgetown University,305,Science Tech in Global Arena,STIA,STIA,,,,http://www.koofers.com/georgetown-university/stia/305-science-tech-in-global-arena/,,,,,,
Georgetown University,780,Fundamentals:Political Theory,GOVT,GOVT,,,,http://www.koofers.com/georgetown-university/govt/780-fundamentals-political-theory/,,,,,,
Georgetown University,543,Crisis Dec-Making & Sim,SEST,SEST,,,,http://www.koofers.com/georgetown-university/sest/543-crisis-dec-making-sim/,,,,,,
