Course Title,Course ID,City,University,State,Department Code,Course URL
The Intellectual in Politics,331,New Haven,Yale University,Connecticut,HUMS,http://www.koofers.com/yale-university/hums/331-the-intellectual-in-politics/
SexualityInAfAmLit&PopCulture,389,New Haven,Yale University,Connecticut,AFAM,http://www.koofers.com/yale-university/afam/389-sexualityinafamlit-popculture/
Health Social Movements,229,New Haven,Yale University,Connecticut,AMST,http://www.koofers.com/yale-university/amst/229-health-social-movements/
Environmental Histry of Africa,839,New Haven,Yale University,Connecticut,HIST,http://www.koofers.com/yale-university/hist/839-environmental-histry-of-africa/
Discussion Section (WR),170D,New Haven,Yale University,Connecticut,PLSC,http://www.koofers.com/yale-university/plsc/170d-discussion-section-wr/
Postcolonial Theory & Lit TR,412,New Haven,Yale University,Connecticut,WGSS,http://www.koofers.com/yale-university/wgss/412-postcolonial-theory-lit-tr/
IntrntnlDimensionFinancialCris,715,New Haven,Yale University,Connecticut,INRL,http://www.koofers.com/yale-university/inrl/715-intrntnldimensionfinancialcris/
Elective: Laboratory Medicine,1008,New Haven,Yale University,Connecticut,PA,http://www.koofers.com/yale-university/pa/1008-elective-laboratory-medicine/
SpanishFor Heritage Speakers I,132,New Haven,Yale University,Connecticut,SPAN,http://www.koofers.com/yale-university/span/132-spanishfor-heritage-speakers-i/
Writing in Spanish,244,New Haven,Yale University,Connecticut,LAST,http://www.koofers.com/yale-university/last/244-writing-in-spanish/
Cellular& Molecular Physiology,560,New Haven,Yale University,Connecticut,PHAR,http://www.koofers.com/yale-university/phar/560-cellular-molecular-physiology/
The Ancient Economy,308,New Haven,Yale University,Connecticut,CLCV,http://www.koofers.com/yale-university/clcv/308-the-ancient-economy/
Mgmt&Env: Issues & Topics,914,New Haven,Yale University,Connecticut,F&ES,http://www.koofers.com/yale-university/f-es/914-mgmt-env-issues-topics/
"MethodsinClinicalResearch,II",661,New Haven,Yale University,Connecticut,IMED,http://www.koofers.com/yale-university/imed/661-methodsinclinicalresearchii/
Language and Mind,517,New Haven,Yale University,Connecticut,LING,http://www.koofers.com/yale-university/ling/517-language-and-mind/
Idea of the Western Hemisphere,390,New Haven,Yale University,Connecticut,ER&M,http://www.koofers.com/yale-university/er-m/390-idea-of-the-western-hemisphere/
Legislation,20066,New Haven,Yale University,Connecticut,LAW,http://www.koofers.com/yale-university/law/20066-legislation/
What History Teaches,22,New Haven,Yale University,Connecticut,HIST,http://www.koofers.com/yale-university/hist/022-what-history-teaches/
Patterns Of Politics in the US,830,New Haven,Yale University,Connecticut,PLSC,http://www.koofers.com/yale-university/plsc/830-patterns-of-politics-in-the-us/
Epistemology,703,New Haven,Yale University,Connecticut,PHIL,http://www.koofers.com/yale-university/phil/703-epistemology/
Origins of Andean Civilization,374,New Haven,Yale University,Connecticut,ANTH,http://www.koofers.com/yale-university/anth/374-origins-of-andean-civilization/
Spring Workshop,237,New Haven,Yale University,Connecticut,DRAM,http://www.koofers.com/yale-university/dram/237-spring-workshop/
Costume Production,189,New Haven,Yale University,Connecticut,DRAM,http://www.koofers.com/yale-university/dram/189-fabric-fabricmanipulation/
Chem with Problem Solving II,113,New Haven,Yale University,Connecticut,CHEM,http://www.koofers.com/yale-university/chem/113-chem-with-problem-solving-ii/
FieldSem:InternationalSecurity,694,New Haven,Yale University,Connecticut,PLSC,http://www.koofers.com/yale-university/plsc/694-fieldsem-internationalsecurity/
Med&PublHlthLatnAmer1820-2000,225,New Haven,Yale University,Connecticut,HSHM,http://www.koofers.com/yale-university/hshm/225-med-publhlthlatnamer1820-2000/
Reading Modern German Hist,622,New Haven,Yale University,Connecticut,GMAN,http://www.koofers.com/yale-university/gman/622-reading-modern-german-hist/
Sentencing,20345,New Haven,Yale University,Connecticut,LAW,http://www.koofers.com/yale-university/law/20345-sentencing/
WaysOfKnowingIn19thCentAmerLit,276,New Haven,Yale University,Connecticut,ENGL,http://www.koofers.com/yale-university/engl/276-waysofknowingin19thcentamerlit/
Cinema:Adaptation&Representatn,450,New Haven,Yale University,Connecticut,LITR,http://www.koofers.com/yale-university/litr/450-cinema-adaptation-representatn/
Art and Feminism,777,New Haven,Yale University,Connecticut,WGSS,http://www.koofers.com/yale-university/wgss/777-art-and-feminism/
Essential Heresies,80,New Haven,Yale University,Connecticut,HUMS,http://www.koofers.com/yale-university/hums/080-essential-heresies/
Natural Resources Policy Pract,849,New Haven,Yale University,Connecticut,F&ES,http://www.koofers.com/yale-university/f-es/849-natural-resources-policy-pract/
Direction of Time,435,New Haven,Yale University,Connecticut,PHIL,http://www.koofers.com/yale-university/phil/435-the-self-east-and-west/
The Catilinarian Conspiracy,717,New Haven,Yale University,Connecticut,LATN,http://www.koofers.com/yale-university/latn/717-the-catilinarian-conspiracy/
Criminal Law & Administration,21525,New Haven,Yale University,Connecticut,LAW,http://www.koofers.com/yale-university/law/21525-criminal-law-administration/
Mol&CelBasisOfHumanDisease,601,New Haven,Yale University,Connecticut,CBIO,http://www.koofers.com/yale-university/cbio/601-mol-celbasisofhumandisease/
Jewish Philosophy,786,New Haven,Yale University,Connecticut,JDST,http://www.koofers.com/yale-university/jdst/786-jewishphilosophy-in-the-20th-c/
Beowulf & Northern Heroic Trad,501,New Haven,Yale University,Connecticut,ENGL,http://www.koofers.com/yale-university/engl/501-beowulf/
Intro to an African Language I,598,New Haven,Yale University,Connecticut,AFST,http://www.koofers.com/yale-university/afst/598-intro-to-an-african-language-i/
LibrettoWrtngForMusicalTheater,412,New Haven,Yale University,Connecticut,THST,http://www.koofers.com/yale-university/thst/412-librettowritgformusicaltheater/
ResrchBiochemistry&Biophysics,470,New Haven,Yale University,Connecticut,MB&B,http://www.koofers.com/yale-university/mb-b/470-resrchbiochemistry-biophysics/
Intermediate Complex Analysis,315,New Haven,Yale University,Connecticut,MATH,http://www.koofers.com/yale-university/math/315-intermediate-complex-analysis/
W.AfricanDance:Tradtnl-Contemp,335,New Haven,Yale University,Connecticut,THST,http://www.koofers.com/yale-university/thst/335-contempdanceofafricnexpression/
U.S. Immigration Law & Policy,221,New Haven,Yale University,Connecticut,PLSC,http://www.koofers.com/yale-university/plsc/221-us-immigration-law-policy/
Theater Practicum: Pirandello,153,New Haven,Yale University,Connecticut,ITAL,http://www.koofers.com/yale-university/ital/153-theater-practicum-pirandello/
CnvrsationalHebrewIsraeliMedia,510,New Haven,Yale University,Connecticut,HEBR,http://www.koofers.com/yale-university/hebr/510-cnvrsationalhebrewisraelimedia/
The Peoples of Early America,117,New Haven,Yale University,Connecticut,HIST,http://www.koofers.com/yale-university/hist/117-the-peoples-of-early-america/
Modern Japanese Fiction TR,260,New Haven,Yale University,Connecticut,LITR,http://www.koofers.com/yale-university/litr/260-modern-japanese-fiction-tr/
Intermediate NT Greek,518,New Haven,Yale University,Connecticut,REL,http://www.koofers.com/yale-university/rel/518-intermediate-nt-greek/
Theories of Perception,911,New Haven,Yale University,Connecticut,ART,http://www.koofers.com/yale-university/art/911-theories-of-perception/
Japan'sClassics:Text&Image TR,175,New Haven,Yale University,Connecticut,LITR,http://www.koofers.com/yale-university/litr/175-the-japanese-classics-tr/
Critical Theory,20580,New Haven,Yale University,Connecticut,LAW,http://www.koofers.com/yale-university/law/20580-critical-theory/
Secularism:Enlightenmnt-Presnt,327,New Haven,Yale University,Connecticut,HUMS,http://www.koofers.com/yale-university/hums/327-secularism-enlightenmnt-presnt/
Rotation: Advanced CT Surg.,987,New Haven,Yale University,Connecticut,PA,http://www.koofers.com/yale-university/pa/987-rotation-advanced-ct-surg/
Intellectual Property,662,New Haven,Yale University,Connecticut,MGT,http://www.koofers.com/yale-university/mgt/662-intellectual-property/
Illustrated Tale of Genji,807,New Haven,Yale University,Connecticut,HSAR,http://www.koofers.com/yale-university/hsar/807-illustrated-tale-of-genji/
Law &Religion in Ancient India,361,New Haven,Yale University,Connecticut,SAST,http://www.koofers.com/yale-university/sast/361-law-religion-in-ancient-india/
Unsupervised Learning,675,New Haven,Yale University,Connecticut,STAT,http://www.koofers.com/yale-university/stat/675-unsupervised-learning/
Sex and Gender in Society,134,New Haven,Yale University,Connecticut,SOCY,http://www.koofers.com/yale-university/socy/134-sex-and-gender-in-society/
StateDemo&Devlpmt In Africa,560,New Haven,Yale University,Connecticut,AFST,http://www.koofers.com/yale-university/afst/560-statedemo-devlpmt-in-africa/
Neurobiology,720,New Haven,Yale University,Connecticut,MCDB,http://www.koofers.com/yale-university/mcdb/720-neurobiology/
Research in Biology,485,New Haven,Yale University,Connecticut,MCDB,http://www.koofers.com/yale-university/mcdb/485-research-in-biology/
The Sociology of the Arts,548,New Haven,Yale University,Connecticut,SOCY,http://www.koofers.com/yale-university/socy/548-the-sociology-of-the-arts/
TransnationalismInTheCaribbean,377J,New Haven,Yale University,Connecticut,HIST,http://www.koofers.com/yale-university/hist/377j-transnationalisminthecaribbean/
BasicConceptsOfGeneticAnalysis,425,New Haven,Yale University,Connecticut,MB&B,http://www.koofers.com/yale-university/mb-b/425-basicconceptsofgeneticanalysis/
Hawthorne,279,New Haven,Yale University,Connecticut,ENGL,http://www.koofers.com/yale-university/engl/279-hawthorne/
Transformations of the Elegy,304,New Haven,Yale University,Connecticut,GMST,http://www.koofers.com/yale-university/gmst/304-transformations-of-the-elegy/
Advanced Legal Writing,21343,New Haven,Yale University,Connecticut,LAW,http://www.koofers.com/yale-university/law/21343-advanced-legal-writing/
Adv. Problems in Scene Design,132,New Haven,Yale University,Connecticut,DRAM,http://www.koofers.com/yale-university/dram/132-adv-problems-in-scene-design/
RelgiousConversionMedievEurope,210J,New Haven,Yale University,Connecticut,HIST,http://www.koofers.com/yale-university/hist/210j-relgiousconversionmedieveurope/
Vocal Chamber Music,594,New Haven,Yale University,Connecticut,MUS,http://www.koofers.com/yale-university/mus/594-vocal-chamber-music/
Adv Conc/Prin of Diabetes Care,769,New Haven,Yale University,Connecticut,NURS,http://www.koofers.com/yale-university/nurs/769-adv-conc-prin-of-diabetes-care/
Directed Reading,499,New Haven,Yale University,Connecticut,ECON,http://www.koofers.com/yale-university/econ/499-directed-reading/
Leadership&Org Behavior,580,New Haven,Yale University,Connecticut,HPA,http://www.koofers.com/yale-university/hpa/580-leadership-org-behavior/
Autobiography in America,405,New Haven,Yale University,Connecticut,ENGL,http://www.koofers.com/yale-university/engl/405-autobiography-in-america/
"Class, Desire, and the Novel",458,New Haven,Yale University,Connecticut,LITR,http://www.koofers.com/yale-university/litr/458-class-desire-and-the-novel/
Queer Ethnographies,308,New Haven,Yale University,Connecticut,WGSS,http://www.koofers.com/yale-university/wgss/308-queer-ethnographies/
Slave&Serf inRuss&AmerCultr TR,326,New Haven,Yale University,Connecticut,RUSS,http://www.koofers.com/yale-university/russ/326-slave-serf-inruss-amercultr-tr/
Master Class in Sound Design,218,New Haven,Yale University,Connecticut,DRAM,http://www.koofers.com/yale-university/dram/218-master-class-in-sound-design/
Discussion Section,148D,New Haven,Yale University,Connecticut,SOCY,http://www.koofers.com/yale-university/socy/148d-discussion-section/
Econ of HumanCapital LatinAmer,462,New Haven,Yale University,Connecticut,ECON,http://www.koofers.com/yale-university/econ/462-econ-of-humancapital-latinamer/
FrancophoneColonialLitMaghreb,966,New Haven,Yale University,Connecticut,FREN,http://www.koofers.com/yale-university/fren/966-francophonecoloniallitmaghreb/
"Self inGerman Lit,1770-1840 TR",251,New Haven,Yale University,Connecticut,GMST,http://www.koofers.com/yale-university/gmst/251-self-ingerman-lit1770-1840-tr/
GIS&SpatialAnalysisForArchaeol,476,New Haven,Yale University,Connecticut,ARCG,http://www.koofers.com/yale-university/arcg/476-gis-spatialanalysisforarchaeol/
AfricanAmerMoral&SocialThought,837,New Haven,Yale University,Connecticut,AFAM,http://www.koofers.com/yale-university/afam/837-africanamermoral-socialthought/
International Security,165,New Haven,Yale University,Connecticut,PLSC,http://www.koofers.com/yale-university/plsc/165-international-security/
Adv.Education Adequacy Project,20479,New Haven,Yale University,Connecticut,LAW,http://www.koofers.com/yale-university/law/20479-adveducation-adequacy-project/
India:EnvirnmntHist&Society,306,New Haven,Yale University,Connecticut,SAST,http://www.koofers.com/yale-university/sast/306-india-envirnmnthist-society/
Screenwriting II,97,New Haven,Yale University,Connecticut,DRAM,http://www.koofers.com/yale-university/dram/97-screenwriting-ii/
Direction of Time,635,New Haven,Yale University,Connecticut,PHIL,http://www.koofers.com/yale-university/phil/635-the-self-east-west/
Orthopaedics,800H,New Haven,Yale University,Connecticut,PA,http://www.koofers.com/yale-university/pa/800h-orthopaedics/
Theatricality in Film,350,New Haven,Yale University,Connecticut,LITR,http://www.koofers.com/yale-university/litr/350-theatricality-in-film/
MngPerformanceImrovHealthcare,668,New Haven,Yale University,Connecticut,MGT,http://www.koofers.com/yale-university/mgt/668-mngperformanceimrovhealthcare/
Movie Physics,101,New Haven,Yale University,Connecticut,PHYS,http://www.koofers.com/yale-university/phys/101-movie-physics/
Stochastic Processes,551,New Haven,Yale University,Connecticut,STAT,http://www.koofers.com/yale-university/stat/551-stochastic-processes/
Age of Disenchantment,708,New Haven,Yale University,Connecticut,CPLT,http://www.koofers.com/yale-university/cplt/708-age-of-disenchantment/
Matching & Market Design,474,New Haven,Yale University,Connecticut,ECON,http://www.koofers.com/yale-university/econ/474-matching-market-design/
Animal Behavior,540,New Haven,Yale University,Connecticut,E&EB,http://www.koofers.com/yale-university/e-eb/540-animal-behavior/
GendrNation&Sexualty:LatinAmer,370J,New Haven,Yale University,Connecticut,HIST,http://www.koofers.com/yale-university/hist/370j-gendrnation-sexualty-latinamer/
Advanced Organic Chemistry I,418,New Haven,Yale University,Connecticut,CHEM,http://www.koofers.com/yale-university/chem/418-advanced-organic-chemistry-i/
StudiesIn Latin American Lit I,266,New Haven,Yale University,Connecticut,SPAN,http://www.koofers.com/yale-university/span/266-studiesin-latin-american-lit-i/
